num = 1991,  ebn0s = 1.8 , errorblock = 10totalerror1 = 1552 totalerror2 = 0 
num = 3025,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3026,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3027,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3028,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3029,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3030,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3031,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3032,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3033,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3034,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3035,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3036,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3037,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3038,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3039,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3040,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3041,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3042,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3043,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3044,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3045,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3046,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3047,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3048,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3049,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3050,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3051,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3052,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3053,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3054,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3055,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3056,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3057,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3058,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3059,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3060,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3061,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3062,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3063,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3064,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3065,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3066,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3067,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3068,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3069,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3070,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3071,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3072,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3073,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3074,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3075,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3076,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3077,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3078,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3079,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3080,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3081,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3082,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3083,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3084,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3085,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3086,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3087,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3088,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3089,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3090,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3091,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3092,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3093,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3094,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3095,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3096,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3097,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3098,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3099,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3100,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3101,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3102,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3103,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3104,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3105,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3106,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3107,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3108,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3109,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3110,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3111,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3112,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3113,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3114,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3115,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3116,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3117,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3118,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3119,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3120,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3121,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3122,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3123,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3124,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3125,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3126,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3127,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3128,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3129,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3130,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3131,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3132,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3133,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3134,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3135,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3136,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3137,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3138,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3139,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3140,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3141,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3142,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3143,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3144,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3145,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3146,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3147,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3148,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3149,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3150,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3151,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3152,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3153,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3154,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3155,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3156,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3157,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3158,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3159,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3160,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3161,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3162,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3163,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3164,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3165,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3166,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3167,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3168,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3169,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3170,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3171,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3172,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3173,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3174,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3175,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3176,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3177,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3178,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3179,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3180,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3181,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3182,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3183,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3184,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3185,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3186,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3187,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3188,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3189,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3190,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3191,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3192,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3193,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3194,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3195,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3196,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3197,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3198,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3199,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3200,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3201,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3202,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3203,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3204,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3205,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3206,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3207,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3208,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3209,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3210,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3211,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3212,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3213,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3214,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3215,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3216,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3217,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3218,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3219,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3220,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3221,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3222,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3223,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3224,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3225,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3226,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3227,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3228,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3229,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3230,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3231,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3232,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3233,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3234,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3235,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3236,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3237,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3238,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3239,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3240,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3241,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3242,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3243,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3244,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3245,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3246,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3247,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3248,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3249,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3250,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3251,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3252,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3253,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3254,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3255,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3256,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3257,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3258,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3259,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3260,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3261,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3262,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3263,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3264,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3265,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3266,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3267,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3268,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3269,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3270,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3271,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3272,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3273,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3274,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3275,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3276,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3277,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3278,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3279,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3280,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3281,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3282,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3283,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3284,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3285,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3286,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3287,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3288,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3289,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3290,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3291,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3292,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3293,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3294,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3295,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3296,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3297,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3298,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 3299,  ebn0s = 1.8 , errorblock = 20totalerror1 = 4103 totalerror2 = 0 
num = 7246,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7247,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7248,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7249,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7250,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7251,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7252,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7253,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7254,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7255,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7256,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
num = 7257,  ebn0s = 1.8 , errorblock = 50totalerror1 = 11871 totalerror2 = 0 
